0.966667	0.108333	0.229667
0.678	0.679333	0.25
0.819	0.483	0.301333
0.345667	0.606333	0.704333
0.387333	0.918	0.081
0.624333	0.480667	0.604333
0.718	0.38	0.581667
0.270333	0.382333	0.871333
0.501333	0.0813333	0.860333
0.897	0.154	0.401
0.605	0.503667	0.615667
0.528333	0.807667	0.257667
0.388	0.128	0.911
0.456667	0.8	0.363333
0.631333	0.408333	0.657667
0.284333	0.572	0.762667
0.744333	0.552333	0.347667
0.632333	0.534667	0.544
0.510333	0.688667	0.493667
0.37	0.704667	0.594667
0.284667	0.877667	0.384667
0.983667	0.137	0.109667
0.064	0.285	0.950333
0.124	0.305333	0.944
0.683667	0.411333	0.583
0.554333	0.816	0.158333
0.527333	0.246333	0.811667
0.260333	0.783333	0.542667
0.251	0.242333	0.933
0.386	0.743333	0.531667
0.365333	0.422333	0.825
0.684667	0.709	0.167667
0.488667	0.458667	0.731
0.390333	0.796	0.441
0.494667	0.855667	0.141
0.663333	0.718	0.157333
0.701	0.675	0.226333
0.697	0.116667	0.698
0.549	0.753	0.348667
0.809667	0.111333	0.559667
0.784667	0.61	0.0443333
0.625	0.632333	0.453667
0.474667	0.806333	0.341667
0.560333	0.487667	0.661667
0.533333	0.711333	0.445667
0.485333	0.585	0.647
0.185667	0.740667	0.635
0.429	0.6	0.672
0.951333	0.276667	0.127667
0.627333	0.697667	0.342333
0.133667	0.273333	0.947
0.927	0.231667	0.246
0.12	0.972	0.193333
0.243333	0.930333	0.265
0.671	0.575333	0.458
0.785333	0.558333	0.196667
0.268333	0.941667	0.188333
0.092	0.490333	0.862
0.193667	0.673	0.708
0.629	0.701667	0.311
0.793	0.351667	0.490333
0.575	0.313333	0.75
0.215667	0.389333	0.886333
0.854333	0.513667	0.078
0.0946667	0.502667	0.858667
0.679333	0.609333	0.368667
0.716	0.529333	0.452
0.77	0.406667	0.477
0.378333	0.895667	0.203667
0.629667	0.636	0.42
0.520667	0.587333	0.616333
0.195	0.804333	0.561
0.811	0.183333	0.554333
0.0726667	0.138667	0.987667
0.0606667	0.946667	0.310333
0.592667	0.244333	0.759667
0.608	0.585	0.536667
0.485333	0.631333	0.602
0.924333	0.128	0.351
0.582667	0.519333	0.617667
0.617	0.245333	0.734333
0.403	0.809	0.409
0.707	0.198667	0.675333
0.697333	0.346333	0.614667
0.676667	0.698333	0.193333
0.452	0.795	0.375667
0.866333	0.272333	0.413667
0.0993333	0.760667	0.633667
0.659	0.482	0.57
0.365333	0.34	0.863
0.529	0.411667	0.741667
0.357333	0.305333	0.879333
0.759333	0.630333	0.138333
0.791667	0.469333	0.373333
0.474	0.397333	0.775667
0.309667	0.791	0.514
0.275667	0.957	0.0773333
0.035	0.753667	0.643667
0.100333	0.187	0.974667
0.733333	0.569667	0.342
0.974333	0.138	0.152667
0.729667	0.281333	0.618667
0.780667	0.327333	0.524333
0.831667	0.476333	0.277
0.677	0.511333	0.512333
0.276333	0.53	0.801333
0.887667	0.395	0.207667
0.112	0.338333	0.934333
0.735333	0.648333	0.182667
0.755333	0.472667	0.421333
0.280333	0.479333	0.824333
0.0986667	0.406333	0.906667
0.808	0.515667	0.268333
0.894	0.250333	0.353667
0.442667	0.439333	0.778667
0.315333	0.901	0.289333
0.198333	0.889667	0.409
0.295333	0.0836667	0.947667
0.610667	0.78	0.0913333
0.712667	0.402	0.569667
0.208333	0.245	0.946333
0.111667	0.635	0.76
0.248667	0.911333	0.328
0.643333	0.280333	0.71
0.553	0.252667	0.788333
0.394667	0.864667	0.302667
0.252667	0.414667	0.872333
0.556333	0.265333	0.787
0.363333	0.875	0.276
0.965	0.214333	0.145
0.621	0.641667	0.436
0.443	0.277667	0.851667
0.340333	0.935333	0.0766667
0.254667	0.711333	0.639
0.176333	0.863667	0.465667
0.584667	0.783667	0.176
0.671667	0.083	0.732333
0.639667	0.403	0.635667
0.101333	0.609	0.786667
0.957667	0.198667	0.195333
0.376	0.828667	0.403333
0.452667	0.338333	0.821
0.481	0.781333	0.379
